resturant,address,rate,rate_count,food,avg_price_for_two,rate_ratio,sector,fod,continental,italian,chicken,desserts,north indian,asian,japanese,fast food,sandwich,bbq,south indian,street food,bakery,cafe,seafood,european,pizza,burger,chinese,ice cream,wraps,biryani,momos,mexican,american,rajasthani,image
Swiss Cake Company,"South City 2, Gurgaon",3.5,9.0,bakery,450.0,5.612486080160912,South City 2,bakery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Friend's Food Corner,"Sikandarpur, Gurgaon",3.5,9.0,"north indian,chinese,fast food,rolls",600.0,5.612486080160912,Sikandarpur,"north indian,chinese,fast food,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Pahadi Chef,"Sector 30, Gurgaon",3.4,4.0,"north indian,chinese,momos,rolls",450.0,3.687817782917155,Sector 30,"north indian,chinese,momos,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Kwality Cafe Bakery & Restaurant,"Sector 53, Gurgaon",2.9,9.0,"north indian,fast food,chinese,beverages",500.0,5.10881590977792,Sector 53,"north indian,fast food,chinese,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Keventers - Milkshakes & Desserts,"Sector 50, Gurgaon",3.8,29.0,"shake,beverages,ice cream,desserts",300.0,10.497618777608569,Sector 50,"cafe,cafe,ice cream,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
AK's Cocktail Bar,"Karma Lakelands, Gurgaon",4.1,80.0,"north indian,bar food,sandwich,burger,kebab,pasta,seafood,desserts",3300.0,18.110770276274835,Karma Lakelands,"north indian,sandwich,burger,chicken,italian,seafood,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Kebab Paradise,"Sapphire Ninety, Gurgaon",4.0,64.0,"north indian,mughlai,kebab",500.0,16.0,Sapphire Ninety,"north indian,chicken,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/310737/4dcc40c75d138f7437ce0513517bdfad_featured_v2.jpg
Asia Seven – Sizzling Chinese,"Ardee Mall, Ardee City, Gurgaon",4.0,64.0,"chinese,asian,momos,sichuan",500.0,16.0,Ardee Mall,"chinese,asian,momos",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
LADURÉE,"Ambience Mall, DLF Phase 3, Gurgaon",3.2,18.0,"bakery,american,continental,desserts",1500.0,7.58946638440411,DLF Phase Phase,"bakery,american,continental,desserts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,https://b.zmtcdn.com/data/pictures/7/20681617/9be2e883ea95549a66edcb4a3d677f5a_featured_v2.jpg
Tiny Tuscan,"DLF Galleria, DLF Phase 4, Gurgaon",4.4,586.0,"italian,pasta,pizza,desserts,beverages",850.0,50.77794796956648,DLF Phase Phase,"italian,italian,pizza,desserts,cafe",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
The Ladakhi Kitchen,"Supermart 1, DLF Phase 4, Gurgaon",4.1,1042.0,"tibetan,momos,chinese,beverages",900.0,65.36206851071958,DLF Phase Phase,"momos,momos,chinese,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Magadh & Awadh,"Rodeo Drive, Sector 49, Gurgaon",4.2,110.0,"awadhi,north indian,kebab,beverages",900.0,21.49418526020468,Sector 49,"north indian,chicken,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Petuu Ram,"Ardee City, Gurgaon",3.9,24.0,"north indian,street food",200.0,9.67470929795826,Ardee City,"north indian,street food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Chinese Corner,"Sector 90, Gurgaon",3.3,18.0,"chinese,thai,momos",500.0,7.707139547199077,Sector 90,"chinese,asian,momos",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Miso,"Global Foyer Mall, Golf Course Road, Gurgaon",4.0,84.0,"korean,japanese,chinese,asian,salad",1800.0,18.33030277982336,Golf Course Road,"asian,japanese,chinese,asian",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Bikkgane Biryani,"Sector 23, Gurgaon",4.1,1190.0,"biryani,north indian,mughlai",600.0,69.84983894040128,Sector 23,"biryani,north indian,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
G-Town Cafe,"DLF Phase 4, Gurgaon",3.6,26.0,"north indian,chinese,pizza,pasta,fast food,shake,beverages",850.0,9.67470929795826,DLF Phase Phase,"north indian,chinese,pizza,italian,fast food,cafe,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
Absolute Thai,"Cross Point Mall, DLF Phase 4, Gurgaon",4.1,99.0,"thai,seafood,asian,oriental",2500.0,20.146960068456977,DLF Phase Phase,"asian,seafood,asian,asian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19677039/430943131ed2fede219e39de5455e8c7_featured_v2.jpg
Dichhen House,"Rodeo Drive, Sector 49, Gurgaon",4.7,132.0,chinese,700.0,24.90783009416918,Sector 49,chinese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
